X_id,ADDRESS,APPLICATION_FOR,BALLOTS_BLANK,BALLOTS_CAST,BALLOTS_DISTRIBUTED,BALLOTS_IN_FAVOUR,BALLOTS_NEEDED_TO_PROCEED,BALLOTS_NEEDED_TO_PROCEED_LBL,BALLOTS_OPPOSED,BALLOTS_RECEIVED_BY_VOTERS,BALLOTS_RETURNED_TO_SENDER,BALLOTS_SPOILED,CLOSE_DATE,DECLARATIONS_ADDED,FINAL_VOTER_COUNT,MORATORIUM_DATE,OPEN_DATE,PASS_RATE,PASS_RATE_LABEL,POLL_CD,POLL_ID,POLL_RESULT,POTENTIAL_VOTERS,RESPONSE_RATE_MET
779421,285 Deloraine Ave,Front Yard Parking,0,54,97,41,23,25% of ballots received by voters,10,89,8,3,2020-04-10,0,97,2023-04-11,2020-03-11,28,50% + 1 of received ballots,FYP 2020-024,1196,In Favour,108,Yes
779422,,Permit Parking Removal,0,229,539,165,130,25% of ballots received by voters,40,517,22,24,2021-01-15,4,539,2023-01-16,2020-12-16,116,50% + 1 of received ballots,PPRP 2020-025,1197,In Favour,583,Yes
779423,,Permit Parking Removal,0,20,72,12,18,25% of ballots received by voters,1,70,2,7,2021-03-19,0,72,2023-03-20,2021-02-17,11,50% + 1 of received ballots,PPRP 2020-027,1199,In Favour,142,Yes
779424,,Permit Parking Removal,0,8,31,7,8,25% of ballots received by voters,1,29,2,0,2021-03-25,0,31,2023-03-26,2021-02-23,5,50% + 1 of received ballots,PPRP 2020-028,1200,In Favour,60,Yes
779425,,Permit Parking Removal,0,52,458,33,81,25% of ballots received by voters,15,322,136,4,2021-04-30,0,458,2023-05-01,2021-03-31,N/A,50% + 1 of received ballots,PPRP 2020-029,1201,Response Rate Not Met,497,No
779426,,Permit Parking Removal,0,92,216,65,54,25% of ballots received by voters,22,213,3,5,2021-03-31,0,216,2023-04-01,2021-03-01,47,50% + 1 of received ballots,PPRP 2020-030,1202,In Favour,251,Yes
779427,,Permit Parking Removal,0,15,53,8,14,25% of ballots received by voters,6,53,0,1,2021-01-13,0,53,2023-01-14,2020-12-14,9,50% + 1 of received ballots,PPRP 2020-032,1204,Opposed,132,Yes
779428,,Permit Parking Removal,0,16,48,10,12,25% of ballots received by voters,5,48,0,1,2021-01-08,0,48,2023-01-09,2020-12-09,9,50% + 1 of received ballots,PPRP 2020-033,1205,In Favour,54,Yes
779429,,Permit Parking Removal,0,84,192,42,48,25% of ballots received by voters,33,192,0,9,2021-01-08,0,192,2023-01-09,2020-12-09,43,50% + 1 of received ballots,PPRP 2020-034,1206,Opposed,216,Yes
779430,,Permit Parking Removal,0,47,105,20,24,25% of ballots received by voters,22,94,11,5,2021-01-22,0,105,2023-01-23,2020-12-23,25,50% + 1 of received ballots,PPRP 2020-036,1208,Opposed,111,Yes
779431,,Permit Parking Removal,0,40,83,20,21,25% of ballots received by voters,16,83,0,4,2021-01-29,0,83,2023-01-30,2020-12-30,21,50% + 1 of received ballots,PPRP 2020-038,1210,Opposed,101,Yes
779432,,Permit Parking Removal,0,23,70,16,18,25% of ballots received by voters,6,70,0,1,2021-03-20,0,70,2023-03-21,2021-02-18,13,50% + 1 of received ballots,PPRP 2020-039,1211,In Favour,155,Yes
779433,,Permit Parking Removal,0,40,71,32,17,25% of ballots received by voters,8,66,5,0,2021-04-16,0,71,2023-04-17,2021-03-17,21,50% + 1 of received ballots,PPRP 2020-041,1213,In Favour,79,Yes
779434,,Permit Parking Removal,0,14,32,5,8,25% of ballots received by voters,9,32,0,0,2021-04-08,0,32,2023-04-09,2021-03-09,8,50% + 1 of received ballots,PPRP 2020-042,1214,Opposed,32,Yes
779435,,Permit Parking Removal,0,17,26,6,7,25% of ballots received by voters,11,26,0,0,2021-04-15,0,26,2023-04-16,2021-03-16,10,50% + 1 of received ballots,PPRP 2020-046,1218,Opposed,32,Yes
779436,,Permit Parking Removal,0,90,187,57,47,25% of ballots received by voters,27,187,0,6,2021-03-27,0,187,2023-03-28,2021-02-25,46,50% + 1 of received ballots,PPRP 2020-047,1219,In Favour,228,Yes
779437,,Permit Parking Removal,0,9,53,8,13,25% of ballots received by voters,1,49,4,0,2021-05-06,0,53,2023-05-07,2021-04-06,N/A,50% + 1 of received ballots,PPRP 2020-048,1220,Response Rate Not Met,91,No
779438,,Permit Parking Removal,0,24,61,15,16,25% of ballots received by voters,6,61,0,3,2021-03-27,0,61,2023-03-28,2021-02-25,13,50% + 1 of received ballots,PPRP 2020-049,1221,In Favour,62,Yes
779439,,Permit Parking Removal,0,86,192,57,48,25% of ballots received by voters,20,192,0,9,2021-03-31,0,192,2023-04-01,2021-03-01,44,50% + 1 of received ballots,PPRP 2020-050,1222,In Favour,213,Yes
779440,,Permit Parking Removal,0,3,5,2,2,25% of ballots received by voters,1,5,0,0,2021-05-06,0,5,2023-05-07,2021-04-06,3,50% + 1 of received ballots,PPRP 2020-051,1223,Opposed,11,Yes
779441,,Permit Parking Removal,0,85,192,55,48,25% of ballots received by voters,23,192,0,7,2021-04-21,0,192,2023-04-22,2021-03-22,44,50% + 1 of received ballots,PPRP 2020-052,1224,In Favour,224,Yes
779442,,Permit Parking,0,127,577,77,139,25% of ballots received by voters,44,555,22,6,2020-11-27,0,577,2022-11-28,2020-10-28,N/A,50% + 1 of received ballots,PPP 2020-053,1225,Response Rate Not Met,656,No
779443,,Traffic Calming,0,102,220,47,107,50% + 1 of ballots received by voters,49,211,9,6,2020-12-02,1,220,2022-12-03,2020-11-02,N/A,60% of received ballots,TCP 2020-054,1226,Response Rate Not Met,259,No
779444,70 Cherrywood Ave,Front Yard Parking,0,68,106,58,26,25% of ballots received by voters,6,103,3,4,2020-11-26,2,106,2023-11-27,2020-10-27,35,50% + 1 of received ballots,FYP 2020-055,1227,In Favour,113,Yes
779445,338 Brookdale Ave,Front Yard Parking,0,46,77,42,19,25% of ballots received by voters,2,73,4,2,2020-12-04,0,77,2023-12-05,2020-11-04,24,50% + 1 of received ballots,FYP 2020-056,1228,In Favour,95,Yes
779446,92 Atlas Ave,Front Yard Parking,0,53,106,27,24,25% of ballots received by voters,25,96,10,1,2020-12-05,0,106,2023-12-06,2020-11-05,28,50% + 1 of received ballots,FYP 2020-057,1229,Opposed,122,Yes
779447,,Traffic Calming,3,166,679,150,286,50% + 1 of ballots received by voters,9,572,107,4,2020-12-10,1,679,2022-12-11,2020-11-10,N/A,60% of received ballots,TCP 2020-058,1230,Response Rate Not Met,768,No
779448,,Traffic Calming,0,48,135,40,65,50% + 1 of ballots received by voters,6,128,7,2,2020-12-09,0,135,2022-12-10,2020-11-09,N/A,60% of received ballots,TCP 2020-059,1231,Response Rate Not Met,163,No
779449,,Traffic Calming,0,36,107,30,54,50% + 1 of ballots received by voters,5,105,2,1,2020-12-16,0,107,2022-12-17,2020-11-16,N/A,60% of received ballots,TCP 2020-060,1232,Response Rate Not Met,120,No
779450,,Traffic Calming,0,32,44,28,23,50% + 1 of ballots received by voters,2,44,0,2,2020-12-12,0,44,2022-12-13,2020-11-12,20,60% of received ballots,TCP 2020-061,1233,In Favour,50,Yes
779451,,Traffic Calming,0,122,186,95,91,50% + 1 of ballots received by voters,23,180,6,4,2020-12-17,1,186,2022-12-18,2020-11-17,74,60% of received ballots,TCP 2020-062,1234,In Favour,215,Yes
779452,,Business Improvement Area,0,0,999,0,100,30% of ballots received by voters or 100,0,999,0,0,2020-10-23,999,999,2022-10-24,2020-08-24,N/A,50% of received ballots,BIA 2020-063,1235,Response Rate Not Met,50900,No
779453,,Proposed Business Improvement Area,0,1,245,1,74,30% of ballots received by voters or 100,0,245,0,0,2020-10-21,37,245,2022-10-22,2020-09-21,N/A,50% of received ballots,PBIA 2020-064,1236,Response Rate Not Met,2723,No
779454,,Proposed Business Improvement Area,0,0,23,0,7,30% of ballots received by voters or 100,0,23,0,0,2020-10-28,12,23,2022-10-29,2020-09-28,N/A,50% of received ballots,PBIA 2020-065,1237,Response Rate Not Met,513,No
779455,101 Chandos Ave,Front Yard Parking,2,55,104,53,25,25% of ballots received by voters,0,101,3,0,2020-12-23,0,104,2023-12-24,2020-11-23,29,50% + 1 of received ballots,FYP 2020-066,1238,In Favour,143,Yes
779456,47 Highview Cres,Front Yard Parking,0,39,91,28,19,25% of ballots received by voters,3,74,17,8,2020-12-16,0,91,2023-12-17,2020-11-16,21,50% + 1 of received ballots,FYP 2020-067,1239,In Favour,109,Yes
779457,,Permit Parking Removal,0,98,170,24,43,25% of ballots received by voters,68,169,1,6,2020-12-23,0,170,2022-12-24,2020-11-23,50,50% + 1 of received ballots,PPRP 2020-068,1240,Opposed,195,Yes
779458,,Permit Parking Removal,0,46,75,10,19,25% of ballots received by voters,35,73,2,1,2020-12-24,0,75,2022-12-25,2020-11-24,24,50% + 1 of received ballots,PPRP 2020-069,1241,Opposed,85,Yes
779459,,Permit Parking Removal,0,45,65,8,17,25% of ballots received by voters,34,65,0,3,2020-12-25,1,65,2022-12-26,2020-11-25,24,50% + 1 of received ballots,PPRP 2020-070,1242,Opposed,79,Yes
779460,,Permit Parking Removal,1,65,106,9,26,25% of ballots received by voters,54,103,3,1,2020-12-30,0,106,2022-12-31,2020-11-30,34,50% + 1 of received ballots,PPRP 2020-071,1243,Opposed,115,Yes
779461,,Permit Parking Removal,0,18,42,1,11,25% of ballots received by voters,16,42,0,1,2021-01-07,0,42,2023-01-08,2020-12-08,10,50% + 1 of received ballots,PPRP 2020-072,1244,Opposed,46,Yes
779462,,Permit Parking,0,8,15,5,3,25% of ballots received by voters,3,10,5,0,2020-12-19,0,15,2022-12-20,2020-11-19,5,50% + 1 of received ballots,PPP 2020-073,1245,In Favour,15,Yes
779463,,Permit Parking,0,16,32,13,8,25% of ballots received by voters,0,30,2,3,2021-01-20,32,32,2023-01-21,2020-12-21,9,50% + 1 of received ballots,PPP 2020-074,1246,In Favour,33,Yes
779464,,Traffic Calming,0,21,61,8,32,50% + 1 of ballots received by voters,12,61,0,1,2020-12-19,0,61,2022-12-20,2020-11-19,N/A,60% of received ballots,TCP 2020-076,1248,Response Rate Not Met,74,No
779465,,Traffic Calming,0,100,258,85,125,50% + 1 of ballots received by voters,7,247,11,8,2021-01-07,0,258,2023-01-08,2020-12-08,N/A,60% of received ballots,TCP 2020-077,1249,Response Rate Not Met,289,No
779466,160 Robina Ave,Front Yard Parking,0,65,103,64,25,25% of ballots received by voters,0,98,5,1,2020-12-24,0,103,2023-12-25,2020-11-24,34,50% + 1 of received ballots,FYP 2020-078,1250,In Favour,111,Yes
779467,311 Beresford Ave,Front Yard Parking,0,62,129,50,31,25% of ballots received by voters,5,123,6,7,2021-01-01,0,129,2024-01-02,2020-12-02,32,50% + 1 of received ballots,FYP 2020-079,1251,In Favour,149,Yes
779468,,Traffic Calming,0,52,99,29,51,50% + 1 of ballots received by voters,12,99,0,11,2021-01-16,0,99,2023-01-17,2020-12-17,32,60% of received ballots,TCP 2020-081,1253,Opposed,122,Yes
779469,,Traffic Calming Safety Zone,0,208,645,135,150,25% of ballots received by voters,42,598,47,31,2021-01-14,0,645,2023-01-15,2020-12-15,125,60% of received ballots,TCSZ 2020-082,1254,In Favour,781,Yes
779470,,Traffic Calming,0,40,83,30,43,50% + 1 of ballots received by voters,5,83,0,5,2020-12-30,0,83,2022-12-31,2020-11-30,N/A,60% of received ballots,TCP 2020-083,1255,Response Rate Not Met,101,No
779471,,Permit Parking,0,34,113,25,29,25% of ballots received by voters,9,113,0,0,2021-01-14,0,113,2023-01-15,2020-12-15,18,50% + 1 of received ballots,PPP 2020-084,1257,In Favour,118,Yes
779472,,Traffic Calming,0,41,179,29,79,50% + 1 of ballots received by voters,7,155,24,5,2021-01-09,0,179,2023-01-10,2020-12-10,N/A,60% of received ballots,TCP 2020-085,1258,Response Rate Not Met,194,No
779473,111 Humbercrest Blvd,Front Yard Parking,0,41,62,35,15,25% of ballots received by voters,0,60,2,6,2021-01-01,2,62,2024-01-02,2020-12-02,22,50% + 1 of received ballots,FYP 2020-086,1259,In Favour,71,Yes
779474,,Permit Parking,0,32,45,8,11,25% of ballots received by voters,22,42,3,2,2021-01-21,1,45,2023-01-22,2020-12-22,17,50% + 1 of received ballots,PPP 2020-087,1260,Opposed,48,Yes
779475,263 Fairlawn Ave,Front Yard Parking,0,70,104,63,26,25% of ballots received by voters,1,104,0,6,2021-01-28,0,104,2024-01-29,2020-12-29,36,50% + 1 of received ballots,FYP 2020-088,1261,In Favour,118,Yes
779476,,Permit Parking,0,35,73,19,19,25% of ballots received by voters,12,73,0,4,2021-01-30,2,73,2023-01-31,2020-12-31,19,50% + 1 of received ballots,PPP 2020-089,1262,In Favour,81,Yes
779477,11 Shields Ave,Front Yard Parking,0,36,50,30,13,25% of ballots received by voters,0,50,0,6,2021-01-29,0,50,2024-01-30,2020-12-30,19,50% + 1 of received ballots,FYP 2020-090,1263,In Favour,59,Yes
779478,14 Jillson Ave,Front Yard Parking,0,65,88,60,22,25% of ballots received by voters,2,88,0,3,2021-01-21,0,88,2024-01-22,2020-12-22,34,50% + 1 of received ballots,FYP 2020-091,1264,In Favour,97,Yes
779479,,Permit Parking,0,3,11,1,3,25% of ballots received by voters,2,10,1,0,2021-03-19,0,11,2023-03-20,2021-02-17,3,50% + 1 of received ballots,PPP 2020-092,1265,Opposed,21,Yes
779480,26 Birchview Cres,Front Yard Parking,0,60,96,45,23,25% of ballots received by voters,10,89,7,5,2021-03-26,0,96,2024-03-27,2021-02-24,31,50% + 1 of received ballots,FYP 2020-093,1266,In Favour,114,Yes
779481,403 Annette St,Front Yard Parking,0,23,72,20,16,25% of ballots received by voters,1,62,10,2,2021-04-09,0,72,2024-04-10,2021-03-10,13,50% + 1 of received ballots,FYP 2020-094,1267,In Favour,85,Yes
779482,380 Roehampton Ave,Front Yard Parking,0,50,98,37,25,25% of ballots received by voters,5,98,0,8,2021-04-14,0,98,2024-04-15,2021-03-15,26,50% + 1 of received ballots,FYP 2020-095,1268,In Favour,136,Yes
779483,87 Bristol Ave,Front Yard Parking,0,56,193,45,47,25% of ballots received by voters,3,185,8,8,2021-04-17,0,193,2024-04-18,2021-03-18,29,50% + 1 of received ballots,FYP 2020-096,1269,In Favour,270,Yes
779484,,Permit Parking,0,100,301,61,74,25% of ballots received by voters,37,294,7,2,2021-07-17,0,301,2023-07-18,2021-06-17,51,50% + 1 of received ballots,PPP 2020-097,1270,In Favour,546,Yes
779485,,Traffic Calming – Island,0,75,173,38,87,50% + 1 of ballots received by voters,33,172,1,4,2021-04-02,1,173,2023-04-03,2021-03-03,N/A,60% of received ballots,TCIP 2020-098,1271,Response Rate Not Met,200,No
779486,,Traffic Calming – Island,0,32,58,22,29,50% + 1 of ballots received by voters,9,56,2,1,2021-04-07,0,58,2023-04-08,2021-03-08,20,60% of received ballots,TCIP 2020-099,1272,In Favour,64,Yes
779487,463 St Clements Ave,Front Yard Parking,0,34,88,30,22,25% of ballots received by voters,0,86,2,4,2021-03-05,0,88,2024-03-06,2021-02-03,18,50% + 1 of received ballots,FYP 2021-001,1273,In Favour,94,Yes
779488,,Permit Parking Removal,0,31,70,18,18,25% of ballots received by voters,9,70,0,4,2021-04-08,0,70,2023-04-09,2021-03-09,17,50% + 1 of received ballots,PPRP 2021-002,1274,In Favour,82,Yes
779489,,Permit Parking,0,16,33,0,8,25% of ballots received by voters,4,32,1,12,2021-04-01,1,33,2023-04-02,2021-03-02,9,50% + 1 of received ballots,PPP 2021-003,1275,Opposed,33,Yes
779490,,Traffic Calming,0,206,584,124,268,50% + 1 of ballots received by voters,64,534,50,18,2021-04-24,0,584,2023-04-25,2021-03-25,N/A,60% of received ballots,TCP 2021-004,1276,Response Rate Not Met,605,No
779491,193 Roe Ave,Commercial Boulevard Parking,0,20,50,6,12,25% of ballots received by voters,10,47,3,4,2021-04-29,0,50,2023-04-30,2021-03-30,11,50% + 1 of received ballots,CBP 2021-005,1277,Opposed,53,Yes
779492,193 Atlas Ave,Front Yard Parking,0,47,109,38,27,25% of ballots received by voters,5,107,2,4,2021-04-29,0,109,2024-04-30,2021-03-30,25,50% + 1 of received ballots,FYP 2021-006,1278,In Favour,113,Yes
779493,78 Ranleigh Ave,Front Yard Parking,0,22,46,21,12,25% of ballots received by voters,1,46,0,0,2021-05-08,0,46,2024-05-09,2021-04-08,12,50% + 1 of received ballots,FYP 2021-007,1279,In Favour,133,Yes
779494,42 Warland Ave,Front Yard Parking,0,59,97,42,24,25% of ballots received by voters,11,93,4,6,2021-04-22,0,97,2024-04-23,2021-03-23,31,50% + 1 of received ballots,FYP 2021-008,1280,In Favour,109,Yes
779495,28 Glendonwynne Rd,Front Yard Parking,0,33,49,23,13,25% of ballots received by voters,6,49,0,4,2021-05-07,0,49,2024-05-08,2021-04-07,18,50% + 1 of received ballots,FYP 2021-009,1281,In Favour,54,Yes
779496,,Permit Parking,0,132,400,80,98,25% of ballots received by voters,39,390,10,13,2021-07-17,0,400,2023-07-18,2021-06-17,67,50% + 1 of received ballots,PPP 2021-010,1282,In Favour,420,Yes
779497,171 Willow Ave (former Toronto),Front Yard Parking,0,43,88,33,22,25% of ballots received by voters,6,87,1,4,2021-05-14,0,88,2024-05-15,2021-04-14,23,50% + 1 of received ballots,FYP 2021-011,1283,In Favour,100,Yes
779498,141 Latimer Ave,Front Yard Parking,0,37,57,32,14,25% of ballots received by voters,0,55,2,5,2021-05-15,0,57,2024-05-16,2021-04-15,20,50% + 1 of received ballots,FYP 2021-012,1284,In Favour,69,Yes
779499,141 Evelyn Ave,Front Yard Parking,0,47,102,30,21,25% of ballots received by voters,13,81,21,4,2021-05-13,0,102,2024-05-14,2021-04-13,25,50% + 1 of received ballots,FYP 2021-013,1285,In Favour,126,Yes
779500,,Traffic Calming,0,42,86,37,44,50% + 1 of ballots received by voters,5,85,1,0,2021-05-12,0,86,2023-05-13,2021-04-12,N/A,60% of received ballots,TCP 2021-014,1286,Response Rate Not Met,98,No
779501,52 Gainsborough Rd,Front Yard Parking,1,59,103,54,25,25% of ballots received by voters,4,99,4,0,2021-05-19,0,103,2024-05-20,2021-04-19,31,50% + 1 of received ballots,FYP 2021-015,1287,In Favour,123,Yes
779502,491 Silverthorn Ave,Front Yard Parking,0,28,105,18,23,25% of ballots received by voters,4,90,15,6,2021-05-20,0,105,2024-05-21,2021-04-20,15,50% + 1 of received ballots,FYP 2021-016,1288,In Favour,127,Yes
779503,,Permit Parking,1,80,195,25,45,25% of ballots received by voters,45,180,15,9,2021-07-21,3,195,2023-07-22,2021-06-21,41,50% + 1 of received ballots,PPP 2021-017,1289,Opposed,215,Yes
779504,168 Ennerdale Rd,Front Yard Parking,2,69,155,63,37,25% of ballots received by voters,2,150,5,2,2021-07-22,0,155,2024-07-23,2021-06-22,36,50% + 1 of received ballots,FYP 2021-018,1290,In Favour,198,Yes
779505,,Traffic Calming,0,136,240,110,116,50% + 1 of ballots received by voters,8,229,11,18,2021-05-22,0,240,2023-05-23,2021-04-22,82,60% of received ballots,TCP 2021-019,1291,In Favour,271,Yes
779506,142 Kenilworth Ave,Front Yard Parking,0,58,110,54,25,25% of ballots received by voters,2,97,13,2,2021-07-16,0,110,2024-07-17,2021-06-16,30,50% + 1 of received ballots,FYP 2021-020,1292,In Favour,150,Yes
779507,624 Davenport Rd,Front Yard Parking,0,21,85,18,22,25% of ballots received by voters,2,85,0,1,2021-07-28,0,85,2024-07-29,2021-06-28,N/A,50% + 1 of received ballots,FYP 2021-021,1293,Response Rate Not Met,136,No
779508,380 Silverthorn Ave,Front Yard Parking,0,14,62,9,16,25% of ballots received by voters,4,61,1,1,2021-07-23,0,62,2024-07-24,2021-06-23,N/A,50% + 1 of received ballots,FYP 2021-022,1294,Response Rate Not Met,83,No
779509,34 Mountview Ave,Front Yard Parking,0,41,70,35,18,25% of ballots received by voters,4,70,0,2,2021-08-05,0,70,2024-08-06,2021-07-06,22,50% + 1 of received ballots,FYP 2021-023,1295,In Favour,76,Yes
779510,,Permit Parking,0,31,94,13,17,25% of ballots received by voters,18,65,29,0,2021-08-04,2,94,2023-08-05,2021-07-05,17,50% + 1 of received ballots,PPP 2021-024,1296,Opposed,110,Yes
779511,2040 Avenue Rd,Commercial Boulevard Parking,0,17,37,2,10,25% of ballots received by voters,12,37,0,3,2021-07-24,0,37,2023-07-25,2021-06-24,10,50% + 1 of received ballots,CBP 2021-025,1297,Opposed,40,Yes
779512,17 Rockwell Ave,Front Yard Parking,0,7,45,5,12,25% of ballots received by voters,2,45,0,0,2021-08-07,0,45,2024-08-08,2021-07-08,N/A,50% + 1 of received ballots,FYP 2021-026,1298,Response Rate Not Met,55,No
779513,362 Merton St,Front Yard Parking,0,39,91,32,19,25% of ballots received by voters,0,76,15,7,2021-08-19,1,91,2024-08-20,2021-07-20,21,50% + 1 of received ballots,FYP 2021-027,1299,In Favour,165,Yes
779514,102 Sammon Ave,Front Yard Parking,0,36,76,31,19,25% of ballots received by voters,1,76,0,4,2021-08-11,0,76,2024-08-12,2021-07-12,19,50% + 1 of received ballots,FYP 2021-028,1300,In Favour,98,Yes
779515,1 Hurndale Ave,Front Yard Parking,0,17,18,17,5,25% of ballots received by voters,0,18,0,0,2021-08-11,0,18,2024-08-12,2021-07-12,10,50% + 1 of received ballots,FYP 2021-029,1301,In Favour,19,Yes
779516,3 Selkirk St,Front Yard Parking,0,8,10,8,3,25% of ballots received by voters,0,10,0,0,2021-09-03,0,10,2024-09-04,2021-08-04,5,50% + 1 of received ballots,FYP 2021-030,1302,In Favour,11,Yes
779517,,Proposed Business Improvement Area,0,37,258,25,58,30% of ballots received by voters or 100,11,191,67,1,2021-09-03,15,258,2023-09-04,2021-07-05,N/A,50% of received ballots,PBIA 2021-031,1303,Response Rate Not Met,43272,No
779518,,Permit Parking Removal,0,64,81,20,21,25% of ballots received by voters,42,81,0,2,2021-07-30,15,81,2023-07-31,2021-06-30,33,50% + 1 of received ballots,PPRP 2021-032,1304,Opposed,104,Yes
779519,64 Banff Rd,Front Yard Parking,0,43,75,36,17,25% of ballots received by voters,3,67,8,4,2021-08-13,0,75,2024-08-14,2021-07-14,23,50% + 1 of received ballots,FYP 2021-033,1305,In Favour,89,Yes
779520,68 Hounslow Heath Rd,Front Yard Parking,0,45,101,37,24,25% of ballots received by voters,0,94,7,8,2021-09-04,0,101,2024-09-05,2021-08-05,24,50% + 1 of received ballots,FYP 2021-034,1306,In Favour,132,Yes
779521,40 Danesbury Ave,Front Yard Parking,0,9,31,7,8,25% of ballots received by voters,0,30,1,2,2021-08-18,0,31,2024-08-19,2021-07-19,6,50% + 1 of received ballots,FYP 2021-035,1307,In Favour,32,Yes
779522,164 Castlefield Ave,Front Yard Parking,0,38,113,35,27,25% of ballots received by voters,0,107,6,3,2021-09-02,0,113,2024-09-03,2021-08-03,20,50% + 1 of received ballots,FYP 2021-036,1308,In Favour,138,Yes
779523,133 Bingham Ave,Front Yard Parking,0,73,108,52,27,25% of ballots received by voters,7,108,0,14,2021-08-21,0,108,2024-08-22,2021-07-22,38,50% + 1 of received ballots,FYP 2021-037,1309,In Favour,126,Yes
779524,104 Gothic Ave,Front Yard Parking,0,62,114,54,28,25% of ballots received by voters,4,110,4,4,2021-09-29,11,114,2024-09-30,2021-08-30,32,50% + 1 of received ballots,FYP 2021-038,1310,In Favour,734,Yes
779525,51 Hambly Ave,Front Yard Parking,0,75,110,71,25,25% of ballots received by voters,0,100,10,4,2021-08-27,0,110,2024-08-28,2021-07-28,39,50% + 1 of received ballots,FYP 2021-039,1311,In Favour,140,Yes
779526,,Permit Parking,0,46,120,40,29,25% of ballots received by voters,3,116,4,3,2021-09-11,0,120,2023-09-12,2021-08-12,24,50% + 1 of received ballots,PPP 2021-040,1312,In Favour,121,Yes
779527,78 Alberta Ave,Front Yard Parking,0,9,20,9,5,25% of ballots received by voters,0,20,0,0,2021-08-28,2,20,2024-08-29,2021-07-29,6,50% + 1 of received ballots,FYP 2021-041,1313,In Favour,27,Yes
779528,399 St Clements Ave,Front Yard Parking,0,36,68,33,17,25% of ballots received by voters,0,65,3,3,2021-09-11,2,68,2024-09-12,2021-08-12,19,50% + 1 of received ballots,FYP 2021-042,1314,In Favour,79,Yes
779529,30 Glen Manor Dr,Front Yard Parking,0,29,99,22,17,25% of ballots received by voters,0,68,31,7,2021-09-08,0,99,2024-09-09,2021-08-09,16,50% + 1 of received ballots,FYP 2021-044,1317,In Favour,122,Yes
779530,30 Crestview Rd,Front Yard Parking,0,15,35,14,9,25% of ballots received by voters,0,35,0,1,2021-09-30,0,35,2024-10-01,2021-08-31,9,50% + 1 of received ballots,FYP 2021-045,1318,In Favour,36,Yes
779531,281 Durie St,Front Yard Parking,0,52,92,41,23,25% of ballots received by voters,2,89,3,9,2021-10-16,0,92,2024-10-17,2021-09-16,27,50% + 1 of received ballots,FYP 2021-046,1319,In Favour,106,Yes
779532,264 Blackthorn Ave,Front Yard Parking,0,33,134,22,32,25% of ballots received by voters,9,126,8,2,2021-09-22,0,134,2024-09-23,2021-08-23,18,50% + 1 of received ballots,FYP 2021-047,1320,In Favour,158,Yes
779533,493 Rushton Rd,Front Yard Parking,0,56,101,50,24,25% of ballots received by voters,4,96,5,2,2021-10-20,0,101,2024-10-21,2021-09-20,29,50% + 1 of received ballots,FYP 2021-048,1321,In Favour,113,Yes
779534,,Traffic Calming,3,100,256,65,120,50% + 1 of ballots received by voters,31,240,16,1,2021-10-27,0,256,2023-10-28,2021-09-27,N/A,60% of received ballots,TCP 2021-049,1328,Response Rate Not Met,288,No
779535,166 Oakmount Rd,Front Yard Parking,0,30,49,28,11,25% of ballots received by voters,2,42,7,0,2021-10-16,1,49,2024-10-17,2021-09-16,16,50% + 1 of received ballots,FYP 2021-050,1329,In Favour,57,Yes
779536,156 Alexandra Blvd,Front Yard Parking,0,18,46,14,12,25% of ballots received by voters,0,46,0,4,2021-10-20,0,46,2024-10-21,2021-09-20,10,50% + 1 of received ballots,FYP 2021-051,1330,In Favour,48,Yes
779537,125 Pinewood Ave,Front Yard Parking,0,26,61,26,16,25% of ballots received by voters,0,61,0,0,2021-10-21,0,61,2024-10-22,2021-09-21,14,50% + 1 of received ballots,FYP 2021-052,1331,In Favour,69,Yes
779538,14 Lessard Ave,Front Yard Parking,0,52,94,47,23,25% of ballots received by voters,2,90,4,3,2021-10-28,0,94,2024-10-29,2021-09-28,27,50% + 1 of received ballots,FYP 2021-053,1332,In Favour,114,Yes
779539,21 Scarboro Beach Blvd,Front Yard Parking,0,23,75,18,18,25% of ballots received by voters,1,71,4,4,2021-10-29,0,75,2024-10-30,2021-09-29,13,50% + 1 of received ballots,FYP 2021-054,1333,In Favour,104,Yes
779540,66 Montcalm Ave,Front Yard Parking,0,30,66,24,16,25% of ballots received by voters,0,63,3,6,2021-11-05,2,66,2024-11-06,2021-10-06,16,50% + 1 of received ballots,FYP 2021-055,1334,In Favour,79,Yes
779541,,Traffic Calming Safety Zone,0,69,260,50,53,25% of ballots received by voters,14,212,48,5,2021-11-04,0,260,2023-11-05,2021-10-05,42,60% of received ballots,TCSZ 2021-056,1335,In Favour,326,Yes
779542,,Traffic Calming,0,135,306,67,147,50% + 1 of ballots received by voters,58,292,14,10,2021-11-03,0,306,2023-11-04,2021-10-04,N/A,60% of received ballots,TCP 2021-057,1336,Response Rate Not Met,365,No
779543,,Traffic Calming,0,32,116,28,52,50% + 1 of ballots received by voters,1,102,14,3,2021-11-13,0,116,2023-11-14,2021-10-14,N/A,60% of received ballots,TCP 2021-058,1337,Response Rate Not Met,134,No
779544,,Traffic Calming,0,54,165,29,75,50% + 1 of ballots received by voters,16,148,17,9,2021-11-13,0,165,2023-11-14,2021-10-14,N/A,60% of received ballots,TCP 2021-059,1338,Response Rate Not Met,195,No
